"ProductKey","CurrencyAlternateKey","OrderDateKey","OrderQuantity","UnitPrice","SecretCode","FIRST_NAME","LAST_NAME"
"327","AUD","20120505","1","782,99","","Carlson","Briana"
"346","AUD","20110921","1","3399,99","","Carlson","Byron"
"360","AUD","20120704","1","2049,0982","","Carlson","Ebony"
"321","AUD","20121116","1","782,99","","Carlson","Francis"
"349","AUD","20110901","1","3374,99","","Carlson","Frank"
"314","AUD","20111123","1","3578,27","","Carlson","Jay"
"371","AUD","20120311","1","2181,5625","","Carlson","Jill"
"214","AUD","20130207","1","34,99","","Carlson","Jose"
"529","AUD","20130207","1","3,99","","Carlson","Jose"
"538","AUD","20130207","1","21,49","","Carlson","Jose"
"476","AUD","20130216","1","69,99","","Carlson","Lawrence"
"348","AUD","20110831","1","3374,99","","Carlson","Orlando"
"349","AUD","20111002","1","3374,99","","Carlson","Philip"
"314","AUD","20110922","1","3578,27","","Carlson","Robin"
"350","AUD","20110127","1","3374,99","","Carlson","Shannon"
"359","AUD","20130120","1","2294,99","","Carlson","Shannon"
"480","AUD","20130120","1","2,29","","Carlson","Shannon"
"312","AUD","20111027","1","3578,27","","Carlson","Wendy"
"370","AUD","20120908","1","2443,35","","Carson","Bradley"
"346","AUD","20111108","1","3399,99","","Carson","Kelvin"
"379","AUD","20121119","1","2181,5625","","Carson","Kristin"
"344","AUD","20110528","1","3399,99","","Carson","Shaun"
"348","AUD","20110510","1","3374,99","","Carson","Terrence"
"222","AUD","20130211","1","34,99","","Carter","Amber"
"529","AUD","20130211","1","3,99","","Carter","Amber"
"540","AUD","20130211","1","32,60","","Carter","Amber"
"368","AUD","20120924","1","2443,35","","Chande","Bonnie"
"351","AUD","20110415","1","3374,99","","Chande","Cassie"
"359","AUD","20130109","1","2294,99","","Chande","Cassie"
"465","AUD","20130109","1","24,49","","Chande","Cassie"
"477","AUD","20130109","1","4,99","","Chande","Cassie"
"478","AUD","20130109","1","9,99","","Chande","Cassie"
"491","AUD","20130109","1","53,99","","Chande","Cassie"
"312","AUD","20110303","1","3578,27","","Chande","Dale"
"335","AUD","20120813","1","782,99","","Chande","Derek"
"214","AUD","20130220","1","34,99","","Chande","Derek"
"477","AUD","20130220","1","4,99","","Chande","Derek"
"479","AUD","20130220","1","8,99","","Chande","Derek"
"606","AUD","20130220","1","539,99","","Chande","Derek"
"314","AUD","20110624","1","3578,27","","Chande","Jaclyn"
"222","AUD","20130119","1","34,99","","Chande","Jaclyn"
"580","AUD","20130119","1","1700,99","","Chande","Jaclyn"
"311","AUD","20110629","1","3578,27","","Chande","Jerry"
"311","AUD","20111007","1","3578,27","","Chande","Katrina"
"371","AUD","20120626","1","2181,5625","","Chande","Kelli"
"310","AUD","20110520","1","3578,27","","Chande","Lindsay"
"374","AUD","20130113","1","2443,35","","Chande","Lindsay"
"345","AUD","20110721","1","3399,99","","Chande","Melvin"
"359","AUD","20130221","1","2294,99","","Chande","Melvin"
"356","AUD","20120406","1","2071,4196","","Chande","Michele"
"339","AUD","20121218","1","782,99","","Chande","Mindy"
"537","AUD","20130130","1","35,00","","Chande","Raul"
"346","AUD","20111117","1","3399,99","","Chande","Tonya"
"362","AUD","20120129","1","2049,0982","","Chande","Tracy"
"225","AUD","20130222","1","8,99","","Chande","Warren"
"491","AUD","20130222","1","53,99","","Chande","Warren"
"356","AUD","20121206","1","2071,4196","","Chande","Willie"
"354","AUD","20120122","1","2071,4196","","Chander","Alisha"
"310","AUD","20110519","1","3578,27","","Chander","Alison"
"225","AUD","20130205","1","8,99","","Chander","Alison"
"372","AUD","20130205","1","2443,35","","Chander","Alison"
"477","AUD","20130205","1","4,99","","Chander","Alison"
"479","AUD","20130205","1","8,99","","Chander","Alison"
"346","AUD","20110618","1","3399,99","","Chander","Bethany"
"222","AUD","20130107","1","34,99","","Chander","Bethany"
"355","AUD","20130107","1","2319,99","","Chander","Bethany"
"475","AUD","20130209","1","69,99","","Chander","Brad"
"351","AUD","20110410","1","3374,99","","Chander","Damien"
"357","AUD","20130113","1","2319,99","","Chander","Damien"
"528","AUD","20130113","1","4,99","","Chander","Damien"
"537","AUD","20130113","1","35,00","","Chander","Damien"
"381","AUD","20120217","1","1000,4375","","Chander","Devon"
"386","AUD","20130216","1","1120,49","","Chander","Devon"
"480","AUD","20130216","1","2,29","","Chander","Devon"
"529","AUD","20130216","1","3,99","","Chander","Devon"
"539","AUD","20130216","1","24,99","","Chander","Devon"
"389","AUD","20121009","1","1000,4375","","Chander","Drew"
"348","AUD","20110912","1","3374,99","","Chander","Dustin"
"310","AUD","20110422","1","3578,27","","Chander","Edwin"
"370","AUD","20120824","1","2443,35","","Chander","Karla"
"368","AUD","20121016","1","2443,35","","Chander","Keith"
"327","AUD","20120329","1","782,99","","Chander","Latoya"
"480","AUD","20130220","1","2,29","","Chander","Marshall"
"379","AUD","20121001","1","2181,5625","","Chander","Melvin"
"312","AUD","20110321","1","3578,27","","Chander","Omar"
"389","AUD","20121127","1","1000,4375","","Chander","Roger"
"313","AUD","20111023","1","3578,27","","Chander","Shawn"
"310","AUD","20110124","1","3578,27","","Chander","Yolanda"
"311","AUD","20110510","1","3578,27","","Chandra","Ann"
"214","AUD","20130109","1","34,99","","Chandra","Ann"
"380","AUD","20130109","1","2443,35","","Chandra","Ann"
"352","AUD","20120804","1","2071,4196","","Chandra","Arthur"
"313","AUD","20111027","1","3578,27","","Chandra","Cesar"
"379","AUD","20120410","1","2181,5625","","Chandra","Cynthia"
"369","AUD","20121009","1","2443,35","","Chandra","Jarrod"
"356","AUD","20120907","1","2071,4196","","Chandra","Jermaine"
"354","AUD","20120718","1","2071,4196","","Chandra","Tina"
"358","AUD","20120829","1","2049,0982","","Chandra","Veronica"
"371","AUD","20120209","1","2181,5625","","Chapman","Alicia"
"375","AUD","20120117","1","2181,5625","","Chapman","Clifford"
"373","AUD","20120625","1","2181,5625","","Chapman","Jodi"
"348","AUD","20111110","1","3374,99","","Chapman","Kathryn"
"371","AUD","20120409","1","2181,5625","","Chapman","Kristi"
"349","AUD","20111227","1","3374,99","","Chapman","Patricia"
"311","AUD","20110516","1","3578,27","","Chapman","Preston"
"371","AUD","20120324","1","2181,5625","","Chavez","Clayton"
"314","AUD","20110703","1","3578,27","","Chavez","Jodi"
"335","AUD","20120718","1","782,99","","Chen","Aimee"
"358","AUD","20120831","1","2049,0982","","Chen","Alisha"
"375","AUD","20120209","1","2181,5625","","Chen","Autumn"
"313","AUD","20110306","1","3578,27","","Chen","Cedric"
"536","AUD","20130215","1","29,99","","Chen","Claudia"
"358","AUD","20121107","1","2049,0982","","Chen","Clayton"
"335","AUD","20120608","1","782,99","","Chen","Crystal"
"312","AUD","20110610","1","3578,27","","Chen","Erica"
"376","AUD","20130203","1","2443,35","","Chen","Erica"
"477","AUD","20130203","1","4,99","","Chen","Erica"
"479","AUD","20130203","1","8,99","","Chen","Erica"
"480","AUD","20130203","1","2,29","","Chen","Erica"
"377","AUD","20120509","1","2181,5625","","Chen","Jake"
"323","AUD","20121022","1","782,99","","Chen","Jon"
"371","AUD","20120820","1","2181,5625","","Chen","Rosa"
"314","AUD","20110720","1","3578,27","","Chen","Steve"
"477","AUD","20130123","1","4,99","","Chen","Steve"
"479","AUD","20130123","1","8,99","","Chen","Steve"
"488","AUD","20130123","1","53,99","","Chen","Steve"
"584","AUD","20130123","1","539,99","","Chen","Steve"
"368","AUD","20120722","1","2443,35","","Chen","Tiffany"
"362","AUD","20120314","1","2049,0982","","Chow","Amy"
"360","AUD","20120226","1","2049,0982","","Chow","Christy"
"379","AUD","20121121","1","2181,5625","","Chow","Warren"
"360","AUD","20120819","1","2049,0982","","Clark","Madison"
"478","AUD","20130209","1","9,99","","Coleman","Brittany"
"369","AUD","20120714","1","2443,35","","Coleman","Dalton"
"225","AUD","20130219","1","8,99","","Coleman","Dalton"
"384","AUD","20130219","1","1120,49","","Coleman","Dalton"
"477","AUD","20130219","1","4,99","","Coleman","Dalton"
"479","AUD","20130219","1","8,99","","Coleman","Dalton"
"314","AUD","20110221","1","3578,27","","Coleman","Ethan"
"374","AUD","20130103","1","2443,35","","Coleman","Ethan"
"480","AUD","20130103","1","2,29","","Coleman","Ethan"
"529","AUD","20130103","1","3,99","","Coleman","Ethan"
"540","AUD","20130103","1","32,60","","Coleman","Ethan"
"312","AUD","20111109","1","3578,27","","Coleman","Jocelyn"
"358","AUD","20120905","1","2049,0982","","Coleman","Luis"
"368","AUD","20120222","1","2443,35","","Coleman","Nicole"
"344","AUD","20111207","1","3399,99","","Collins","Andrea"
"348","AUD","20110607","1","3374,99","","Collins","Jennifer"
"337","AUD","20120309","1","782,99","","Collins","Rebecca"
"354","AUD","20120811","1","2071,4196","","Cook","Isaac"
"345","AUD","20110917","1","3399,99","","Cook","Kaylee"
"362","AUD","20120622","1","2049,0982","","Cook","Sydney"
"312","AUD","20111219","1","3578,27","","Cook","Victoria"
"337","AUD","20121127","1","782,99","","Cooper","Alex"
"352","AUD","20121209","1","2071,4196","","Cooper","Cody"
"362","AUD","20120725","1","2049,0982","","Cooper","Victoria"
"354","AUD","20120612","1","2071,4196","","Cox","Catherine"
"356","AUD","20121129","1","2071,4196","","Cox","Isaac"
"314","AUD","20110301","1","3578,27","","Cox","Michelle"
"379","AUD","20120623","1","2181,5625","","Cox","Nicole"
"222","AUD","20130202","1","34,99","","Cox","Nicole"
"583","AUD","20130202","1","1700,99","","Cox","Nicole"
"371","AUD","20120606","1","2181,5625","","Davis","Isabella"
"325","AUD","20121120","1","782,99","","Davis","Morgan"
"358","AUD","20121223","1","2049,0982","","Davis","Seth"
"382","AUD","20130107","1","1120,49","","Davis","Seth"
"345","AUD","20110506","1","3399,99","","Deng","April"
"225","AUD","20121230","1","8,99","","Deng","April"
"355","AUD","20121230","1","2319,99","","Deng","April"
"477","AUD","20121230","1","4,99","","Deng","April"
"478","AUD","20121230","1","9,99","","Deng","April"
"485","AUD","20121230","1","21,98","","Deng","April"
"313","AUD","20111118","1","3578,27","","Deng","Barbara"
"313","AUD","20110613","1","3578,27","","Deng","Carl"
"312","AUD","20110316","1","3578,27","","Deng","Clayton"
"371","AUD","20120710","1","2181,5625","","Deng","Deborah"
"312","AUD","20110901","1","3578,27","","Deng","Devon"
"358","AUD","20121222","1","2049,0982","","Deng","Gilbert"
"375","AUD","20120411","1","2181,5625","","Deng","Jaime"
"358","AUD","20121215","1","2049,0982","","Deng","Jodi"
"360","AUD","20121108","1","2049,0982","","Deng","Kate"
"480","AUD","20130201","1","2,29","","Deng","Kurt"
"528","AUD","20130201","1","4,99","","Deng","Kurt"
"535","AUD","20130201","1","24,99","","Deng","Kurt"
"371","AUD","20120427","1","2181,5625","","Deng","Latoya"
"373","AUD","20120309","1","2181,5625","","Deng","Michele"
"375","AUD","20120907","1","2181,5625","","Deng","Peter"
"387","AUD","20121107","1","1000,4375","","Deng","Priscilla"
"313","AUD","20110823","1","3578,27","","Deng","Sheena"
"346","AUD","20110727","1","3399,99","","Deng","Tasha"
"355","AUD","20130218","1","2319,99","","Deng","Tasha"
"480","AUD","20130218","1","2,29","","Deng","Tasha"
"312","AUD","20110601","1","3578,27","","Diaz","Aaron"
"360","AUD","20120623","1","2049,0982","","Diaz","Briana"
"370","AUD","20121104","1","2443,35","","Diaz","Carolyn"
"348","AUD","20110408","1","3374,99","","Diaz","Cheryl"
"353","AUD","20130112","1","2319,99","","Diaz","Cheryl"
"485","AUD","20130112","1","21,98","","Diaz","Cheryl"
"322","AUD","20110131","1","699,0982","","Diaz","Gloria"
"314","AUD","20110702","1","3578,27","","Diaz","Jacquelyn"
"377","AUD","20120612","1","2181,5625","","Diaz","Jill"
"356","AUD","20120929","1","2071,4196","","Diaz","Josue"
"354","AUD","20120417","1","2071,4196","","Diaz","Kendra"
"347","AUD","20110309","1","3399,99","","Diaz","Marc"
"487","AUD","20130104","1","54,99","","Diaz","Marc"
"369","AUD","20121126","1","2443,35","","Diaz","Megan"
"373","AUD","20120203","1","2181,5625","","Diaz","Nelson"
"314","AUD","20110605","1","3578,27","","Diaz","Ricky"
"371","AUD","20120507","1","2181,5625","","Diaz","Roberto"
"354","AUD","20120806","1","2071,4196","","Diaz","Samuel"
"362","AUD","20120123","1","2049,0982","","Diaz","Stacy"
"358","AUD","20120712","1","2049,0982","","Dominguez","Darren"
"311","AUD","20111002","1","3578,27","","Dominguez","Gina"
"375","AUD","20120603","1","2181,5625","","Dominguez","Jerome"
"379","AUD","20120316","1","2181,5625","","Dominguez","Jimmy"
"354","AUD","20121030","1","2071,4196","","Dominguez","Josue"
"370","AUD","20120412","1","2443,35","","Dominguez","Joy"
"352","AUD","20120716","1","2071,4196","","Dominguez","Kristi"
"356","AUD","20120827","1","2071,4196","","Dominguez","Kristine"
"371","AUD","20120406","1","2181,5625","","Dominguez","Larry"
"379","AUD","20121207","1","2181,5625","","Dominguez","Lee"
"333","AUD","20121109","1","782,99","","Dominguez","Leslie"
"331","AUD","20120325","1","782,99","","Dominguez","Micheal"
"375","AUD","20120914","1","2181,5625","","Dominguez","Neil"
"343","AUD","20121219","1","782,99","","Dominguez","Raquel"
"329","AUD","20121020","1","782,99","","Dominguez","Roberto"
"314","AUD","20110207","1","3578,27","","Dominguez","Robin"
"310","AUD","20110815","1","3578,27","","Dominguez","Stacy"
"371","AUD","20120427","1","2181,5625","","Dominguez","Theodore"
"312","AUD","20110718","1","3578,27","","Dominguez","Theresa"
"362","AUD","20120104","1","2049,0982","","Dominguez","Walter"
"348","AUD","20110206","1","3374,99","","Dominguez","Wendy"
"368","AUD","20120305","1","2443,35","","Edwards","Evan"
"371","AUD","20120510","1","2181,5625","","Edwards","Kaylee"
"222","AUD","20130211","1","34,99","","Evans","Adam"
"481","AUD","20130211","1","8,99","","Evans","Adam"
"528","AUD","20130211","1","4,99","","Evans","Adam"
"370","AUD","20120822","1","2443,35","","Evans","Carlos"
"356","AUD","20120929","1","2071,4196","","Evans","Jonathan"
"362","AUD","20121102","1","2049,0982","","Evans","Mason"
"313","AUD","20110805","1","3578,27","","Fernandez","Allen"
"371","AUD","20120517","1","2181,5625","","Fernandez","Arthur"
"370","AUD","20120612","1","2443,35","","Fernandez","Brandy"
"310","AUD","20110113","1","3578,27","","Fernandez","Brenda"
