"ProductKey"	"CurrencyAlternateKey"	"FIRST_NAME"	"LAST_NAME"	"OrderDateKey"	"OrderQuantity"	"UnitPrice"	"SecretCode"
"347"	"AUD"	"Alvarez"	"Stacy"	"10.09.2011 00:00:00"	"1"	"3399,99"	"EDC8D2333C"
"354"	"AUD"	"Alvarez"	"Tabitha"	"22.10.2012 00:00:00"	"1"	"2071,4196"	"43E40DB308"
"310"	"AUD"	"Alvarez"	"Tanya"	"27.03.2011 00:00:00"	"1"	"3578,27"	"F1EFB4BC27"
"371"	"AUD"	"Anand"	"Alison"	"30.08.2012 00:00:00"	"1"	"2181,5625"	"CF9E264158"
"351"	"AUD"	"Anand"	"Andr?s"	"11.04.2011 00:00:00"	"1"	"3374,99"	"56373F8715"
"361"	"AUD"	"Anand"	"Andr?s"	"22.02.2013 00:00:00"	"1"	"2294,99"	"CA7F5DD530"
"342"	"AUD"	"Anand"	"Carly"	"26.10.2011 00:00:00"	"1"	"699,0982"	"3C2DFBF879"
"368"	"AUD"	"Anand"	"Chad"	"28.11.2012 00:00:00"	"1"	"2443,35"	"B983D41CE8"
"352"	"AUD"	"Anand"	"Johnny"	"06.08.2012 00:00:00"	"1"	"2071,4196"	"0E76D4D5FD"
"222"	"AUD"	"Anand"	"Johnny"	"16.02.2013 00:00:00"	"1"	"34,99"	"3A940A1B34"
"530"	"AUD"	"Anand"	"Johnny"	"16.02.2013 00:00:00"	"1"	"4,99"	"5DD6B0D1C1"
"541"	"AUD"	"Anand"	"Johnny"	"16.02.2013 00:00:00"	"1"	"28,99"	"33398AAF72"
"560"	"AUD"	"Anand"	"Johnny"	"16.02.2013 00:00:00"	"1"	"1214,85"	"BBA37BC8F0"
"349"	"AUD"	"Anand"	"Kara"	"03.11.2011 00:00:00"	"1"	"3374,99"	"063556ED10"
"310"	"AUD"	"Anand"	"Katrina"	"10.07.2011 00:00:00"	"1"	"3578,27"	"35449DD72E"
"312"	"AUD"	"Anand"	"Kelli"	"17.11.2011 00:00:00"	"1"	"3578,27"	"85C275ED86"
"358"	"AUD"	"Anand"	"Leonard"	"30.08.2012 00:00:00"	"1"	"2049,0982"	"59692DC9B1"
"311"	"AUD"	"Anand"	"Ni?ia"	"27.09.2011 00:00:00"	"1"	"3578,27"	"AA87628284"
"225"	"AUD"	"Andersen"	"Ashlee"	"18.02.2013 00:00:00"	"1"	"8,99"	"790C225FC8"
"477"	"AUD"	"Andersen"	"Ashlee"	"18.02.2013 00:00:00"	"1"	"4,99"	"43F64F9EFD"
"479"	"AUD"	"Andersen"	"Ashlee"	"18.02.2013 00:00:00"	"1"	"8,99"	"1747041D4A"
"489"	"AUD"	"Andersen"	"Ashlee"	"18.02.2013 00:00:00"	"1"	"53,99"	"CAC26BD84E"
"356"	"AUD"	"Andersen"	"Brendan"	"24.10.2012 00:00:00"	"1"	"2071,4196"	"D8233B6379"
"351"	"AUD"	"Andersen"	"Carl"	"22.02.2011 00:00:00"	"1"	"3374,99"	"3C60323103"
"357"	"AUD"	"Andersen"	"Carl"	"27.01.2013 00:00:00"	"1"	"2319,99"	"8EEDC54BF2"
"381"	"AUD"	"Andersen"	"Colin"	"04.09.2012 00:00:00"	"1"	"1000,4375"	"FB98A6020D"
"369"	"AUD"	"Andersen"	"Drew"	"30.04.2012 00:00:00"	"1"	"2443,35"	"599C3511F2"
"327"	"AUD"	"Andersen"	"Gilbert"	"01.11.2012 00:00:00"	"1"	"782,99"	"14A4193270"
"312"	"AUD"	"Andersen"	"Jenny"	"01.11.2011 00:00:00"	"1"	"3578,27"	"993B9BA2EA"
"379"	"AUD"	"Andersen"	"Karl"	"05.06.2012 00:00:00"	"1"	"2181,5625"	"2D3760EE70"
"217"	"AUD"	"Andersen"	"Karl"	"01.01.2013 00:00:00"	"1"	"34,99"	"171E61EC3C"
"386"	"AUD"	"Andersen"	"Karl"	"01.01.2013 00:00:00"	"1"	"1120,49"	"8713799B73"
"463"	"AUD"	"Andersen"	"Karl"	"01.01.2013 00:00:00"	"1"	"24,49"	"CA3D539C4C"
"217"	"AUD"	"Andersen"	"Kelvin"	"01.02.2013 00:00:00"	"1"	"34,99"	"90C0C68E53"
"528"	"AUD"	"Andersen"	"Kelvin"	"01.02.2013 00:00:00"	"1"	"4,99"	"155C01BB7C"
"358"	"AUD"	"Andersen"	"Marshall"	"27.12.2012 00:00:00"	"1"	"2049,0982"	"825E824653"
"311"	"AUD"	"Andersen"	"Nina"	"04.06.2011 00:00:00"	"1"	"3578,27"	"C46BA10D29"
"217"	"AUD"	"Andersen"	"Roger"	"16.02.2013 00:00:00"	"1"	"34,99"	"9541698468"
"477"	"AUD"	"Andersen"	"Roger"	"16.02.2013 00:00:00"	"1"	"4,99"	"A5DF805F7E"
"313"	"AUD"	"Andersen"	"Shawna"	"24.08.2011 00:00:00"	"1"	"3578,27"	"CA83E24E76"
"379"	"AUD"	"Andersen"	"Tara"	"28.11.2012 00:00:00"	"1"	"2181,5625"	"ED42AAF2BD"
"362"	"AUD"	"Andersen"	"Tonya"	"08.07.2012 00:00:00"	"1"	"2049,0982"	"4585A12ED0"
"310"	"AUD"	"Andersen"	"Tracy"	"19.12.2011 00:00:00"	"1"	"3578,27"	"A29179878C"
"351"	"AUD"	"Andersen"	"Warren"	"05.10.2011 00:00:00"	"1"	"3374,99"	"0D96A6705B"
"344"	"AUD"	"Anderson"	"Blake"	"21.04.2011 00:00:00"	"1"	"3399,99"	"676945E62D"
"353"	"AUD"	"Anderson"	"Blake"	"31.12.2012 00:00:00"	"1"	"2319,99"	"DAA18FA2B6"
"487"	"AUD"	"Anderson"	"Blake"	"31.12.2012 00:00:00"	"1"	"54,99"	"A4CE138775"
"381"	"AUD"	"Anderson"	"Richard"	"08.07.2012 00:00:00"	"1"	"1000,4375"	"DA40986033"
"354"	"AUD"	"Anderson"	"Victoria"	"12.12.2012 00:00:00"	"1"	"2071,4196"	"F8C60F14A3"
"369"	"AUD"	"Arthur"	"Cassandra"	"05.05.2012 00:00:00"	"1"	"2443,35"	"4BF4B886EE"
"358"	"AUD"	"Arthur"	"Jay"	"12.03.2012 00:00:00"	"1"	"2049,0982"	"BC3893D49B"
"310"	"AUD"	"Arthur"	"Kristi"	"03.02.2011 00:00:00"	"1"	"3578,27"	"F375953F19"
"480"	"AUD"	"Arthur"	"Kristi"	"16.02.2013 00:00:00"	"1"	"2,29"	"47F2DB2F81"
"528"	"AUD"	"Arthur"	"Kristi"	"16.02.2013 00:00:00"	"1"	"4,99"	"7F31B8C174"
"536"	"AUD"	"Arthur"	"Kristi"	"16.02.2013 00:00:00"	"1"	"29,99"	"7CD7F772FA"
"590"	"AUD"	"Arthur"	"Kristi"	"16.02.2013 00:00:00"	"1"	"769,49"	"4697E26054"
"313"	"AUD"	"Arthur"	"Raymond"	"28.10.2011 00:00:00"	"1"	"3578,27"	"72D6D35539"
"373"	"AUD"	"Arthur"	"Rebekah"	"06.06.2012 00:00:00"	"1"	"2181,5625"	"585D30D004"
"310"	"AUD"	"Arthur"	"Regina"	"14.07.2011 00:00:00"	"1"	"3578,27"	"AF0D75FB3A"
"310"	"AUD"	"Arthur"	"Tabitha"	"11.01.2011 00:00:00"	"1"	"3578,27"	"BF4C5B2412"
"222"	"AUD"	"Arthur"	"Tabitha"	"20.02.2013 00:00:00"	"1"	"34,99"	"EEC235C073"
"234"	"AUD"	"Arthur"	"Tabitha"	"20.02.2013 00:00:00"	"1"	"49,99"	"BD71AED8A4"
"390"	"AUD"	"Arthur"	"Tabitha"	"20.02.2013 00:00:00"	"1"	"1120,49"	"4C5ED200D5"
"356"	"AUD"	"Arun"	"Brenda"	"01.07.2012 00:00:00"	"1"	"2071,4196"	"4890CF46CF"
"538"	"AUD"	"Arun"	"Bryant"	"01.02.2013 00:00:00"	"1"	"21,49"	"F515CD3030"
"370"	"AUD"	"Arun"	"Candace"	"03.02.2012 00:00:00"	"1"	"2443,35"	"7452636D88"
"312"	"AUD"	"Arun"	"Cory"	"08.01.2011 00:00:00"	"1"	"3578,27"	"3242013B60"
"334"	"AUD"	"Arun"	"Gerald"	"18.12.2011 00:00:00"	"1"	"699,0982"	"3062304A8A"
"377"	"AUD"	"Arun"	"Nancy"	"28.01.2012 00:00:00"	"1"	"2181,5625"	"3BC319A156"
"371"	"AUD"	"Arun"	"Ross"	"19.09.2012 00:00:00"	"1"	"2181,5625"	"AEAFA6ED0C"
"312"	"AUD"	"Arun"	"Ruth"	"09.03.2011 00:00:00"	"1"	"3578,27"	"D046507ABF"
"356"	"AUD"	"Arun"	"Troy"	"09.11.2012 00:00:00"	"1"	"2071,4196"	"92D618456C"
"389"	"AUD"	"Ashe"	"Brad"	"22.12.2012 00:00:00"	"1"	"1000,4375"	"124E8DAE29"
"370"	"AUD"	"Ashe"	"Briana"	"30.05.2012 00:00:00"	"1"	"2443,35"	"67617402F2"
"225"	"AUD"	"Ashe"	"Briana"	"05.01.2013 00:00:00"	"1"	"8,99"	"05275069F5"
"491"	"AUD"	"Ashe"	"Briana"	"05.01.2013 00:00:00"	"1"	"53,99"	"77603C7FFA"
"580"	"AUD"	"Ashe"	"Briana"	"05.01.2013 00:00:00"	"1"	"1700,99"	"E686CAE2B3"
"311"	"AUD"	"Ashe"	"Deanna"	"11.11.2011 00:00:00"	"1"	"3578,27"	"C0DB7ED50C"
"310"	"AUD"	"Ashe"	"Ebony"	"14.01.2011 00:00:00"	"1"	"3578,27"	"DCF8BE46C5"
"375"	"AUD"	"Ashe"	"Joanna"	"18.01.2012 00:00:00"	"1"	"2181,5625"	"067B74A2F1"
"480"	"AUD"	"Ashe"	"Kathryn"	"21.02.2013 00:00:00"	"1"	"2,29"	"506A58D2C6"
"540"	"AUD"	"Ashe"	"Kathryn"	"21.02.2013 00:00:00"	"1"	"32,60"	"8F5271D3CA"
"310"	"AUD"	"Ashe"	"Maurice"	"09.11.2011 00:00:00"	"1"	"3578,27"	"751049BBA5"
"345"	"AUD"	"Ashe"	"Orlando"	"30.08.2011 00:00:00"	"1"	"3399,99"	"723F5EC7DB"
"311"	"AUD"	"Ashe"	"Tara"	"12.07.2011 00:00:00"	"1"	"3578,27"	"A1135EB258"
"369"	"AUD"	"Baker"	"Jose"	"28.06.2012 00:00:00"	"1"	"2443,35"	"7B18756FE7"
"362"	"AUD"	"Barnes"	"Faith"	"07.11.2012 00:00:00"	"1"	"2049,0982"	"F898451E18"
"369"	"AUD"	"Barnes"	"Julia"	"22.04.2012 00:00:00"	"1"	"2443,35"	"A2070745BC"
"313"	"AUD"	"Barnes"	"Mariah"	"17.09.2011 00:00:00"	"1"	"3578,27"	"7D85C019C3"
"360"	"AUD"	"Barnes"	"Taylor"	"06.09.2012 00:00:00"	"1"	"2049,0982"	"C5CD9ED8D8"
"350"	"AUD"	"Beck"	"Alejandro"	"06.01.2011 00:00:00"	"1"	"3374,99"	"64CF8AEC2A"
"357"	"AUD"	"Beck"	"Alejandro"	"20.01.2013 00:00:00"	"1"	"2319,99"	"C629DB0620"
"472"	"AUD"	"Beck"	"Alejandro"	"20.01.2013 00:00:00"	"1"	"63,50"	"27A76E4614"
"485"	"AUD"	"Beck"	"Alejandro"	"20.01.2013 00:00:00"	"1"	"21,98"	"84C1D2F4FA"
"310"	"AUD"	"Beck"	"Alicia"	"13.03.2011 00:00:00"	"1"	"3578,27"	"7D62EEE08A"
"354"	"AUD"	"Beck"	"April"	"28.08.2012 00:00:00"	"1"	"2071,4196"	"D223974572"
"331"	"AUD"	"Beck"	"Ashlee"	"24.08.2012 00:00:00"	"1"	"782,99"	"428CBAF01D"
"477"	"AUD"	"Beck"	"Ashlee"	"05.01.2013 00:00:00"	"1"	"4,99"	"4D314B1E5F"
"479"	"AUD"	"Beck"	"Ashlee"	"05.01.2013 00:00:00"	"1"	"8,99"	"B15FEFDDE6"
"605"	"AUD"	"Beck"	"Ashlee"	"05.01.2013 00:00:00"	"1"	"539,99"	"901FD9658C"
"337"	"AUD"	"Beck"	"Barbara"	"18.06.2012 00:00:00"	"1"	"782,99"	"4D6821C2E6"
"352"	"AUD"	"Becker"	"Gregory"	"10.06.2012 00:00:00"	"1"	"2071,4196"	"3028F74CA9"
"377"	"AUD"	"Becker"	"Kara"	"21.01.2012 00:00:00"	"1"	"2181,5625"	"07DA598076"
"346"	"AUD"	"Becker"	"Kelsey"	"28.10.2011 00:00:00"	"1"	"3399,99"	"83D4A3C30E"
"370"	"AUD"	"Bell"	"Jessica"	"10.04.2012 00:00:00"	"1"	"2443,35"	"EBB9A96A32"
"339"	"AUD"	"Bell"	"Stephanie"	"09.11.2012 00:00:00"	"1"	"782,99"	"F6F504D63D"
"360"	"AUD"	"Bhat"	"Edwin"	"24.04.2012 00:00:00"	"1"	"2049,0982"	"6082D4899C"
"354"	"AUD"	"Bhat"	"Yolanda"	"29.10.2012 00:00:00"	"1"	"2071,4196"	"0A3DD446DA"
"314"	"AUD"	"Black"	"Mindy"	"12.06.2011 00:00:00"	"1"	"3578,27"	"7F0BE643BE"
"214"	"AUD"	"Black"	"Priscilla"	"29.01.2013 00:00:00"	"1"	"34,99"	"E6CCAC830C"
"356"	"AUD"	"Black"	"Shawna"	"10.10.2012 00:00:00"	"1"	"2071,4196"	"81A9A641AC"
"214"	"AUD"	"Black"	"Tonya"	"11.02.2013 00:00:00"	"1"	"34,99"	"4328394182"
"234"	"AUD"	"Black"	"Tonya"	"11.02.2013 00:00:00"	"1"	"49,99"	"F371009DCA"
"528"	"AUD"	"Black"	"Tonya"	"11.02.2013 00:00:00"	"1"	"4,99"	"0195CB96B6"
"383"	"AUD"	"Black"	"Tracy"	"23.04.2012 00:00:00"	"1"	"1000,4375"	"88F8303681"
"371"	"AUD"	"Blanco"	"Billy"	"09.07.2012 00:00:00"	"1"	"2181,5625"	"3868D2FB2C"
"354"	"AUD"	"Blanco"	"Cheryl"	"20.06.2012 00:00:00"	"1"	"2071,4196"	"6EACD9B0EF"
"369"	"AUD"	"Blanco"	"Hector"	"22.06.2012 00:00:00"	"1"	"2443,35"	"120ED98AF4"
"314"	"AUD"	"Blanco"	"J?sus"	"19.11.2011 00:00:00"	"1"	"3578,27"	"E151D7C07D"
"369"	"AUD"	"Blanco"	"Larry"	"08.01.2012 00:00:00"	"1"	"2443,35"	"0F5177C505"
"310"	"AUD"	"Blanco"	"Lee"	"12.02.2011 00:00:00"	"1"	"3578,27"	"C2EF225C04"
"377"	"AUD"	"Blanco"	"Mallory"	"24.03.2012 00:00:00"	"1"	"2181,5625"	"1E3D32D813"
"381"	"AUD"	"Blanco"	"Marc"	"15.05.2012 00:00:00"	"1"	"1000,4375"	"060B879D00"
"217"	"AUD"	"Blanco"	"Micheal"	"01.02.2013 00:00:00"	"1"	"34,99"	"093E73FB00"
"477"	"AUD"	"Blanco"	"Micheal"	"01.02.2013 00:00:00"	"1"	"4,99"	"F21B6CE9DC"
"478"	"AUD"	"Blanco"	"Micheal"	"01.02.2013 00:00:00"	"1"	"9,99"	"3A69B5E68D"
"485"	"AUD"	"Blanco"	"Micheal"	"09.02.2013 00:00:00"	"1"	"21,98"	"EF3DC87553"
"528"	"AUD"	"Blanco"	"Micheal"	"09.02.2013 00:00:00"	"1"	"4,99"	"A436516088"
"535"	"AUD"	"Blanco"	"Micheal"	"09.02.2013 00:00:00"	"1"	"24,99"	"CA12700E13"
"352"	"AUD"	"Blanco"	"Monique"	"03.08.2012 00:00:00"	"1"	"2071,4196"	"1D5C6DD650"
"360"	"AUD"	"Blanco"	"Natasha"	"03.12.2012 00:00:00"	"1"	"2049,0982"	"2A9697D089"
"369"	"AUD"	"Blanco"	"Orlando"	"01.05.2012 00:00:00"	"1"	"2443,35"	"4434970ED2"
"369"	"AUD"	"Blanco"	"Robyn"	"22.10.2012 00:00:00"	"1"	"2443,35"	"0B34463B6E"
"313"	"AUD"	"Blanco"	"Rodney"	"01.10.2011 00:00:00"	"1"	"3578,27"	"0C596167A6"
"222"	"AUD"	"Blanco"	"Rodney"	"31.01.2013 00:00:00"	"1"	"34,99"	"85394C55FA"
"584"	"AUD"	"Blanco"	"Rodney"	"31.01.2013 00:00:00"	"1"	"539,99"	"C18B2F7581"
"356"	"AUD"	"Blanco"	"Victor"	"26.11.2012 00:00:00"	"1"	"2071,4196"	"C116DF7386"
"480"	"AUD"	"Bradley"	"Diane"	"04.02.2013 00:00:00"	"1"	"2,29"	"0D7DB63580"
"539"	"AUD"	"Bradley"	"Diane"	"04.02.2013 00:00:00"	"1"	"24,99"	"E36F2AF80E"
"360"	"AUD"	"Bradley"	"Emma"	"07.08.2012 00:00:00"	"1"	"2049,0982"	"21128B4538"
"369"	"AUD"	"Brooks"	"Jared"	"28.11.2012 00:00:00"	"1"	"2443,35"	"14F036457B"
"312"	"AUD"	"Browning"	"Janet"	"20.10.2011 00:00:00"	"1"	"3578,27"	"8EBCB828AA"
"369"	"AUD"	"Browning"	"Javier"	"03.07.2012 00:00:00"	"1"	"2443,35"	"A8A8EA3AE0"
"370"	"AUD"	"Browning"	"Jay"	"15.10.2012 00:00:00"	"1"	"2443,35"	"98295EEA2B"
"310"	"AUD"	"Bryant"	"Fernando"	"25.11.2011 00:00:00"	"1"	"3578,27"	"D25A149F89"
"480"	"AUD"	"Butler"	"Austin"	"28.01.2013 00:00:00"	"1"	"2,29"	"7AA838F5EE"
"222"	"AUD"	"Butler"	"Austin"	"31.01.2013 00:00:00"	"1"	"34,99"	"F010ED68DE"
"477"	"AUD"	"Butler"	"Austin"	"31.01.2013 00:00:00"	"1"	"4,99"	"64D0DD0B3E"
"478"	"AUD"	"Butler"	"Austin"	"31.01.2013 00:00:00"	"1"	"9,99"	"2756F00A70"
"485"	"AUD"	"Butler"	"Austin"	"31.01.2013 00:00:00"	"1"	"21,98"	"59739EF536"
"354"	"AUD"	"Butler"	"Hannah"	"29.06.2012 00:00:00"	"1"	"2071,4196"	"B3E1511E8B"
"310"	"AUD"	"Butler"	"Jason"	"03.04.2011 00:00:00"	"1"	"3578,27"	"8D45F46B94"
"329"	"AUD"	"Butler"	"Katherine"	"10.09.2012 00:00:00"	"1"	"782,99"	"E90E55A7AB"
"480"	"AUD"	"Cai"	"Alvin"	"10.02.2013 00:00:00"	"1"	"2,29"	"CE684857A6"
"535"	"AUD"	"Cai"	"Alvin"	"10.02.2013 00:00:00"	"1"	"24,99"	"DCECBF0FBC"
"387"	"AUD"	"Cai"	"Amy"	"08.06.2012 00:00:00"	"1"	"1000,4375"	"54D08FF530"
"371"	"AUD"	"Cai"	"Bianca"	"08.04.2012 00:00:00"	"1"	"2181,5625"	"A972050808"
"329"	"AUD"	"Cai"	"Candice"	"14.08.2012 00:00:00"	"1"	"782,99"	"10017AD62C"
"314"	"AUD"	"Cai"	"Cedric"	"17.08.2011 00:00:00"	"1"	"3578,27"	"46E656B9A6"
"377"	"AUD"	"Cai"	"Curtis"	"07.02.2012 00:00:00"	"1"	"2181,5625"	"D2283FACA9"
"358"	"AUD"	"Cai"	"Jeffery"	"27.11.2012 00:00:00"	"1"	"2049,0982"	"DEB1B85936"
"373"	"AUD"	"Cai"	"Jorge"	"13.04.2012 00:00:00"	"1"	"2181,5625"	"132043E2B7"
"370"	"AUD"	"Cai"	"Karen"	"25.05.2012 00:00:00"	"1"	"2443,35"	"7153E6D791"
"381"	"AUD"	"Cai"	"Suzanne"	"04.09.2012 00:00:00"	"1"	"1000,4375"	"B167162ED7"
"312"	"AUD"	"Cai"	"Tiffany"	"09.05.2011 00:00:00"	"1"	"3578,27"	"5842A6079B"
"387"	"AUD"	"Cai"	"Warren"	"11.06.2012 00:00:00"	"1"	"1000,4375"	"D8F5A67C66"
"343"	"AUD"	"Cai"	"Willie"	"22.01.2012 00:00:00"	"1"	"782,99"	"49E5996AA3"
"379"	"AUD"	"Campbell"	"Devin"	"01.09.2012 00:00:00"	"1"	"2181,5625"	"DFD8800E48"
"362"	"AUD"	"Campbell"	"Jason"	"21.07.2012 00:00:00"	"1"	"2049,0982"	"6BCCE40102"
"314"	"AUD"	"Campbell"	"Seth"	"12.07.2011 00:00:00"	"1"	"3578,27"	"27EF705A19"
"485"	"AUD"	"Carlson"	"Armando"	"22.02.2013 00:00:00"	"1"	"21,98"	"DA4098D12F"
"327"	"AUD"	"Carlson"	"Briana"	"05.05.2012 00:00:00"	"1"	"782,99"	"A95B71B4CF"
"346"	"AUD"	"Carlson"	"Byron"	"21.09.2011 00:00:00"	"1"	"3399,99"	"32B63A3CB5"
"360"	"AUD"	"Carlson"	"Ebony"	"04.07.2012 00:00:00"	"1"	"2049,0982"	"915E33D028"
"321"	"AUD"	"Carlson"	"Francis"	"16.11.2012 00:00:00"	"1"	"782,99"	"0BAD76BEEF"
